CodMun;Reeleito;sexo;idade;instrução;partido
3132800;Sim;Masculino;51;Ensino médio (2º Grau) incompleto;PMDB
3132909;Não;Masculino;48;Ensino médio (2º Grau) completo;PMDB
3133006;Não;Masculino;63;Pós-graduação;SD
3133105;Não;Masculino;65;Ensino superior completo ;PTB
3133204;Não;Masculino;83;Ensino superior completo ;PSDB
3133303;Não;Masculino;46;Ensino superior completo ;PSDB
3133402;Não;Feminino;56;Ensino superior completo ;PSDB
3133501;Não;Masculino;35;Ensino superior completo ;PHS
3133600;Sim;Feminino;41;Ensino superior completo ;PMDB
3133709;Sim;Masculino;66;Ensino superior completo ;PV
3133758;Não;Masculino;67;Ensino superior completo ;PSD
3133808;Não;Masculino;52;Ensino superior completo ;PSD
3133907;Não;Masculino;47;Ensino fundamental (1º Grau) completo;PR
3134004;Sim;Masculino;48;Ensino médio (2º Grau) completo;PSDB
3134103;Não;Masculino;52;Ensino superior incompleto ;PMDB
3134202;Não;Masculino;85;Ensino superior completo ;PMDB
3134301;Não;Masculino;48;Pós-graduação;PDT
3134400;Não;Masculino;36;Ensino superior incompleto ;PMDB
3134509;Não;Masculino;61;Pós-graduação;PSDB
3134608;Não;Masculino;41;Pós-graduação;PEN
3134707;Não;Masculino;45;Ensino superior completo ;PRB
3134806;Não;Masculino;54;Pós-graduação;PMDB
3134905;Não;Masculino;73;Ensino superior completo ;SD
3135001;Não;Masculino;34;Ensino médio (2º Grau) completo;PR
3135050;Não;Masculino;42;Ensino superior incompleto ;PSD
3135076;Não;Feminino;34;Ensino superior completo ;DEM
3135100;Não;Masculino;60;Ensino superior completo ;PSDB
3135209;Não;Masculino;42;Pós-graduação;PSB
3135308;Sim;Masculino;43;Ensino médio (2º Grau) completo;PSD
3135357;Não;Masculino;49;Pós-graduação;PR
3135407;Sim;Masculino;52;Ensino superior completo ;PDT
3135456;Não;Masculino;50;Ensino médio (2º Grau) completo;PMDB
3135506;Não;Masculino;39;Ensino médio (2º Grau) completo;PMDB
3135605;Não;Masculino;57;Ensino superior completo ;PR
3135704;Sim;Masculino;49;Ensino superior completo ;PMDB
3135803;Não;Masculino;52;Ensino superior completo ;PSDB
3135902;Não;Masculino;56;Ensino superior completo ;PROS
3136009;Não;Masculino;54;Ensino superior completo ;PPS
3136108;Não;Masculino;52;Ensino médio (2º Grau) completo;PMDB
3136207;Não;Feminino;49;Ensino superior incompleto ;PSDB
3136306;Não;Masculino;42;Ensino superior completo ;PDT
3136405;Não;Feminino;59;Ensino superior completo ;SD
3136504;Sim;Masculino;46;Ensino médio (2º Grau) completo;PMDB
3136520;Sim;Masculino;44;Ensino médio (2º Grau) completo;PV
3136553;Não;Masculino;56;Ensino médio (2º Grau) completo;PSDB
3136579;Não;Feminino;34;Ensino superior completo ;PSD
3136603;Não;Masculino;49;Pós-graduação;PDT
3136652;Sim;Feminino;61;Ensino superior completo ;PMDB
3136702;Sim;Masculino;43;Pós-graduação;PMDB
3136801;Sim;Masculino;43;Pós-graduação;PP
3136900;Não;Masculino;50;Ensino médio (2º Grau) completo;PSB
3136959;Não;Masculino;43;Ensino superior incompleto ;PT
3137007;Sim;Masculino;41;Ensino médio (2º Grau) completo;PSDB
3137106;Sim;Masculino;63;Ensino médio (2º Grau) completo;PTB
3137205;Sim;Masculino;50;Ensino superior completo ;PDT
3137304;Não;Masculino;44;Ensino superior incompleto ;PSD
3137403;Não;Masculino;56;Ensino fundamental (1º Grau) incompleto;PMDB
3137502;Não;Masculino;55;Ensino fundamental (1º Grau) completo;PSDB
3137536;Não;Masculino;48;Pós-graduação;PSB
3137601;Não;Masculino;56;Pós-graduação;PPS
3137700;Não;Masculino;40;Ensino médio (2º Grau) completo;PMDB
3137809;Sim;Masculino;55;Ensino superior completo ;PSDB
3137908;Não;Masculino;37;Pós-graduação;PPS
3138005;Não;Masculino;52;Ensino fundamental (1º Grau) incompleto;DEM
3138104;Não;Masculino;43;Ensino superior completo ;PDT
3138203;Não;Masculino;47;Ensino superior completo ;PSD
3138302;Não;Masculino;62;Ensino superior completo ;PSDB
3138351;Não;Masculino;43;Ensino superior incompleto ;DEM
3138401;Sim;Masculino;67;Ensino superior completo ;PSC
3138500;Não;Feminino;51;Ensino superior completo ;PMDB
3138609;Não;Masculino;73;Ensino superior completo ;PMN
3138625;Não;Masculino;51;Ensino superior completo ;PR
3138658;Não;Masculino;41;Ensino médio (2º Grau) completo;SD
3138674;Sim;Masculino;50;Ensino médio (2º Grau) completo;PROS
3138682;Não;Masculino;48;Ensino superior completo ;PSD
3138708;Não;Masculino;65;Ensino fundamental (1º Grau) incompleto;PSD
3138807;Sim;Masculino;68;Ensino fundamental (1º Grau) incompleto;PSB
3138906;Não;Masculino;48;Ensino superior completo ;PP
3139003;Sim;Masculino;39;Pós-graduação;PMDB
3139102;Não;Masculino;62;Ensino superior completo ;PMDB
3139201;Não;Masculino;33;Ensino superior completo ;PTN
3139250;Não;Masculino;56;Ensino médio (2º Grau) completo;PSD
3139300;Não;Masculino;50;Ensino superior completo ;PPS
3139409;Não;Feminino;56;Ensino superior completo ;PMDB
3139508;Não;Masculino;40;Pós-graduação;DEM
3139607;Não;Masculino;65;Ensino fundamental (1º Grau) completo;PSB
3139706;Não;Masculino;43;Ensino médio (2º Grau) completo;PV
3139805;Sim;Masculino;52;Ensino médio (2º Grau) completo;PSDB
3139904;Não;Feminino;40;Ensino superior completo ;PSD
3140001;Sim;Masculino;36;Ensino superior completo ;PPS
3140100;Sim;Masculino;49;Ensino fundamental (1º Grau) completo;PMDB
3140159;Sim;Masculino;35;Ensino superior completo ;PSB
3140209;Não;Masculino;63;Ensino fundamental (1º Grau) completo;PSDB
3140308;Sim;Masculino;55;Ensino médio (2º Grau) incompleto;PSD
3140407;Não;Masculino;30;Ensino superior completo ;SD
3140506;Não;Masculino;60;Ensino médio (2º Grau) completo;PMDB
3140530;Não;Masculino;33;Ensino fundamental (1º Grau) completo;PSDB
3140555;Não;Masculino;52;Ensino médio (2º Grau) completo;PR
3140605;Não;Masculino;58;Ensino médio (2º Grau) completo;PP
3140704;Não;Masculino;35;Ensino superior completo ;PSD
3140803;Não;Masculino;66;Ensino médio (2º Grau) completo;PP
3140852;Sim;Masculino;38;Ensino superior completo ;PSC
3140902;Não;Masculino;49;Ensino superior completo ;PSDB
3141009;Não;Masculino;43;Pós-graduação;PDT
3141108;Sim;Masculino;62;Ensino superior completo ;PMDB
3141207;Sim;Masculino;47;Ensino médio (2º Grau) completo;PV
3141306;Não;Masculino;50;Ensino médio (2º Grau) completo;PTB
3141405;Não;Masculino;63;Ensino superior completo ;PSDB
3141504;Sim;Masculino;52;Ensino médio (2º Grau) completo;PMDB
3141603;Não;Masculino;38;Ensino superior completo ;PSD
3141702;Não;Masculino;49;Ensino médio (2º Grau) completo;PRB
3141801;Não;Masculino;42;Ensino fundamental (1º Grau) completo;PRB
3141900;Sim;Masculino;55;Ensino médio (2º Grau) completo;PMDB
3142007;Não;Masculino;51;Ensino médio (2º Grau) completo;PP
3142106;Sim;Masculino;38;Ensino superior completo ;PSB
3142205;Não;Masculino;80;Ensino fundamental (1º Grau) completo;PMDB
3142254;Sim;Masculino;43;Ensino fundamental (1º Grau) incompleto;DEM
3142304;Não;Masculino;52;Ensino médio (2º Grau) completo;PHS
3142403;Sim;Masculino;37;Ensino superior completo ;PMDB
3142502;Não;Masculino;61;Ensino médio (2º Grau) completo;SD
3142601;Não;Feminino;40;Ensino superior completo ;PMDB
3142700;Não;Masculino;76;Ensino superior completo ;PTB
3142809;Não;Masculino;63;Ensino superior completo ;PSD
3142908;Não;Masculino;56;Ensino médio (2º Grau) completo;PMDB
3143005;Não;Masculino;67;Ensino superior completo ;PSD
3143104;Não;Masculino;54;Pós-graduação;PSDB
3143153;Não;Masculino;42;Ensino médio (2º Grau) completo;PRB
3143203;Não;Masculino;58;Ensino superior completo ;PTB
3143302;Não;Masculino;83;Ensino superior completo ;PPS
3143401;Não;Masculino;56;Ensino superior completo ;PPS
3143450;Não;Masculino;44;Ensino superior completo ;SD
3143500;Não;Masculino;72;Ensino superior completo ;PMDB
3143609;Sim;Masculino;69;Ensino médio (2º Grau) completo;PHS
3143708;Não;Masculino;37;Ensino superior completo ;PDT
3143807;Não;Masculino;46;Ensino fundamental (1º Grau) completo;PR
3143906;Não;Masculino;49;Ensino superior completo ;DEM
3144003;Sim;Masculino;44;Ensino médio (2º Grau) completo;PT
3144102;Não;Masculino;65;Ensino superior completo ;PSDB
3144201;Não;Masculino;45;Ensino médio (2º Grau) completo;PP
3144300;Não;Masculino;49;Pós-graduação;PSDC
3144359;Sim;Masculino;53;Ensino fundamental (1º Grau) completo;PSDB
3144375;Não;Masculino;39;Ensino superior completo ;PRB
3144409;Sim;Masculino;59;Ensino médio (2º Grau) completo;PT
3144508;Não;Masculino;60;Pós-graduação;PSDB
3144607;Não;Feminino;56;Ensino superior completo ;PSD
3144656;Não;Masculino;50;Ensino superior incompleto ;PDT
3144672;Não;Feminino;29;Ensino médio (2º Grau) completo;SD
3144706;Não;Feminino;65;Ensino superior completo ;PSDB
3144805;Sim;Masculino;74;Ensino superior completo ;DEM
3144904;Não;Masculino;30;Ensino superior incompleto ;PTB
3145000;Não;Masculino;53;Ensino superior completo ;PSB
3145059;Não;Masculino;52;Ensino médio (2º Grau) completo;PMDB
3145109;Sim;Masculino;38;Ensino médio (2º Grau) completo;PT
3145208;Não;Masculino;50;Ensino médio (2º Grau) completo;PMDB
3145307;Não;Masculino;44;Ensino médio (2º Grau) completo;PR
3145356;Não;Masculino;35;Ensino superior completo ;PDT
3145372;Sim;Masculino;38;Ensino superior completo ;PR
3145406;Não;Masculino;47;Ensino superior completo ;PSD
3145455;Não;Masculino;46;Ensino médio (2º Grau) completo;PP
3145505;Sim;Masculino;50;Ensino superior completo ;DEM
3145604;Não;Feminino;53;Pós-graduação;PMDB
3145703;Não;Masculino;53;Ensino superior completo ;PTB
3145802;Sim;Masculino;65;Ensino superior completo ;PP
3145851;Não;Masculino;59;Ensino superior completo ;PR
3145877;Sim;Masculino;63;Ensino médio (2º Grau) completo;PPS
3145901;Não;Masculino;58;Ensino superior completo ;PSDB
3146008;Sim;Masculino;67;Ensino superior completo ;PMDB
3146107;Não;Masculino;43;Ensino superior completo ;PMDB
3146206;Não;Masculino;52;Ensino médio (2º Grau) completo;PP
3146255;Não;Masculino;55;Ensino médio (2º Grau) completo;PSDB
3146305;Não;Masculino;77;Ensino médio (2º Grau) completo;DEM
3146404;Não;Masculino;35;Ensino médio (2º Grau) completo;PSDB
3146503;Não;Masculino;48;Ensino superior completo ;PV
3146552;Sim;Masculino;44;Ensino superior incompleto ;DEM
3146602;Não;Masculino;54;Ensino superior completo ;PRB
3146701;Não;Masculino;58;Ensino superior completo ;PR
3146750;Não;Masculino;27;Ensino superior completo ;DEM
3146909;Não;Masculino;55;Ensino superior incompleto ;PSDB
3147006;Sim;Masculino;60;Ensino médio (2º Grau) completo;PSDB
3147105;Não;Masculino;49;Pós-graduação;PSD
3147204;Sim;Masculino;65;Ensino superior completo ;PSDB
3147303;Não;Masculino;63;Ensino superior completo ;PR
3147402;Não;Masculino;49;Ensino superior completo ;PSDB
3147501;Não;Masculino;49;Ensino médio (2º Grau) completo;PR
3147600;Não;Masculino;58;Ensino médio (2º Grau) completo;PV
3147709;Não;Masculino;54;Ensino superior incompleto ;PSB
3147808;Não;Masculino;33;Ensino fundamental (1º Grau) completo;PV
3147907;Não;Masculino;48;Ensino médio (2º Grau) completo;PSD
3147956;Não;Masculino;65;Ensino médio (2º Grau) completo;PTB
3148004;Não;Masculino;69;Ensino superior completo ;DEM
3148103;Não;Masculino;52;Ensino superior completo ;PSB
3148202;Não;Masculino;44;Pós-graduação;PP
3148301;Sim;Masculino;40;Ensino superior incompleto ;PRB
3148400;Não;Masculino;48;Ensino médio (2º Grau) completo;PMDB
3148509;Não;Masculino;38;Ensino médio (2º Grau) completo;PRB
3148608;Sim;Masculino;42;Ensino superior completo ;PSB
3148707;Não;Feminino;58;Pós-graduação;DEM
3148756;Não;Masculino;74;Ensino fundamental (1º Grau) incompleto;PP
3148806;Não;Masculino;62;Ensino médio (2º Grau) completo;PMDB
3148905;Não;Masculino;53;Ensino superior completo ;PSDB
3149002;Sim;Masculino;45;Ensino médio (2º Grau) completo;PMDB
3149101;Não;Masculino;44;Ensino médio (2º Grau) completo;PSDB
3149150;Sim;Masculino;51;Ensino médio (2º Grau) completo;PHS
3149200;Não;Masculino;70;Ensino superior completo ;PSDB
3149309;Não;Masculino;40;Ensino superior incompleto ;PSD
3149408;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PTB
3149507;Sim;Masculino;54;Ensino superior completo ;PMDB
3149606;Sim;Masculino;54;Ensino médio (2º Grau) completo;DEM
3149705;Não;Masculino;59;Ensino superior completo ;PSDB
3149804;Não;Masculino;40;Pós-graduação;PPS
3149903;Não;Masculino;64;Ensino superior completo ;PMDB
3149952;Sim;Masculino;65;Ensino superior completo ;PMDB
3150000;Sim;Masculino;47;Ensino superior incompleto ;PMN
3150109;Não;Masculino;53;Ensino médio (2º Grau) completo;PMDB
3150158;Não;Masculino;40;Ensino médio (2º Grau) completo;PMDB
3150208;Não;Masculino;65;Ensino superior completo ;PR
3150307;Não;Masculino;60;Ensino fundamental (1º Grau) completo;PMDB
3150406;Sim;Masculino;44;Ensino médio (2º Grau) completo;PR
3150505;Sim;Masculino;51;Ensino fundamental (1º Grau) incompleto;PDT
3150539;Não;Masculino;61;Ensino fundamental (1º Grau) incompleto;PDT
3150570;Não;Masculino;37;Ensino médio (2º Grau) completo;PEN
3150604;Não;Masculino;62;Ensino superior completo ;PSDB
3150703;Sim;Masculino;68;Ensino superior completo ;PP
3150802;Não;Masculino;46;Ensino fundamental (1º Grau) completo;PV
3150901;Não;Masculino;37;Ensino superior completo ;PP
3151008;Não;Feminino;57;Ensino fundamental (1º Grau) incompleto;DEM
3151107;Não;Masculino;29;Pós-graduação;PRB
3151206;Não;Feminino;35;Ensino superior completo ;PSD
3151305;Não;Masculino;41;Ensino superior incompleto ;PR
3151404;Sim;Masculino;61;Ensino superior completo ;PSDB
3151503;Sim;Masculino;62;Ensino superior completo ;PMDB
3151602;Sim;Masculino;58;Pós-graduação;PHS
3151701;Sim;Masculino;55;Pós-graduação;PT
3151800;Não;Masculino;52;Ensino superior completo ;PSDB
3151909;Não;Masculino;47;Ensino médio (2º Grau) completo;PSB
3152006;Não;Masculino;42;Ensino superior completo ;PRB
3152105;Não;Masculino;47;Ensino superior completo ;PSB
3152131;Não;Masculino;46;Ensino médio (2º Grau) completo;PSB
3152170;Não;Masculino;34;Ensino superior completo ;PSDB
3152204;Sim;Masculino;39;Ensino médio (2º Grau) completo;PSB
3152303;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PV
3152402;Não;Masculino;51;Ensino superior completo ;PRB
3152501;Não;Masculino;53;Ensino superior completo ;PSDB
3152600;Não;Masculino;40;Ensino superior completo ;PTC
3152709;Não;Masculino;32;Ensino superior incompleto ;PSDB
3152808;Sim;Masculino;51;Pós-graduação;PMDB
3152907;Não;Feminino;46;Ensino superior completo ;PR
3153004;Não;Masculino;36;Ensino superior completo ;PTC
3153103;Não;Masculino;48;Ensino superior completo ;PSDB
3153202;Não;Masculino;54;Ensino médio (2º Grau) completo;PSDB
3153301;Não;Masculino;48;Ensino superior incompleto ;PSB
3153400;Não;Masculino;64;Pós-graduação;PV
3153509;Não;Masculino;59;Ensino superior completo ;PTB
3153608;Sim;Masculino;47;Pós-graduação;PT
3153707;Não;Masculino;62;Ensino superior completo ;PMDB
3153806;Não;Masculino;50;Pós-graduação;PR
3153905;Não;Masculino;52;Pós-graduação;PSB
3154002;Não;Masculino;52;Ensino médio (2º Grau) completo;PPS
3154101;Não;Masculino;64;Ensino médio (2º Grau) completo;PSB
3154150;Sim;Masculino;61;Ensino fundamental (1º Grau) incompleto;PT
3154200;Sim;Masculino;38;Ensino superior completo ;PSD
3154309;Não;Masculino;34;Ensino superior completo ;PP
3154408;Não;Masculino;66;Ensino superior completo ;PSL
3154457;Não;Masculino;48;Ensino superior completo ;PMDB
3154507;Sim;Masculino;54;Ensino fundamental (1º Grau) completo;PTB
3154606;Não;Masculino;41;Ensino superior completo ;PSC
3154705;Não;Feminino;50;Ensino superior completo ;PSD
3154804;Não;Feminino;56;Ensino superior completo ;PV
3154903;Sim;Masculino;28;Ensino médio (2º Grau) completo;PDT
3155009;Sim;Masculino;36;Ensino médio (2º Grau) completo;PT
3155108;Não;Masculino;65;Ensino médio (2º Grau) completo;PSDB
3155207;Não;Masculino;43;Ensino médio (2º Grau) completo;PR
3155306;Não;Masculino;50;Ensino superior completo ;PSDB
3155405;Não;Masculino;51;Ensino superior completo ;PPS
3155504;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PR
3155603;Não;Masculino;49;Ensino superior completo ;PSD
3155702;Não;Masculino;76;Ensino superior completo ;DEM
3155801;Não;Masculino;63;Ensino superior completo ;PMDB
3155900;Não;Masculino;55;Ensino superior completo ;DEM
3156007;Não;Masculino;78;Ensino médio (2º Grau) incompleto;DEM
3156106;Não;Masculino;52;Pós-graduação;PSDB
3156205;Não;Masculino;60;Ensino médio (2º Grau) completo;PMDB
3156304;Sim;Masculino;50;Ensino fundamental (1º Grau) incompleto;PSDB
3156403;Não;Masculino;52;Ensino médio (2º Grau) incompleto;PTB
3156452;Não;Masculino;42;Ensino médio (2º Grau) incompleto;PSB
3156502;Não;Masculino;54;Ensino superior completo ;PMDB
3156601;Não;Masculino;54;Ensino superior completo ;DEM
3156700;Não;Masculino;58;Ensino superior completo ;PSB
3156809;Não;Masculino;50;Ensino superior completo ;PSD
3156908;Não;Masculino;48;Ensino superior completo ;PMDB
3157005;Não;Masculino;73;Ensino superior completo ;PHS
3157104;Não;Masculino;42;Ensino fundamental (1º Grau) completo;DEM
3157203;Sim;Masculino;34;Ensino superior completo ;PHS
3157252;Não;Feminino;52;Ensino superior completo ;PP
3157278;Não;Masculino;49;Ensino fundamental (1º Grau) incompleto;PSB
3157302;Sim;Masculino;50;Ensino médio (2º Grau) completo;PSDB
3157336;Sim;Feminino;32;Ensino superior completo ;PT
3157377;Não;Masculino;48;Ensino médio (2º Grau) completo;PP
3157401;Não;Feminino;49;Ensino superior completo ;PMDB
3157500;Não;Masculino;54;Ensino médio (2º Grau) completo;PSD
3157609;Não;Masculino;41;Ensino médio (2º Grau) completo;PP
3157658;Sim;Masculino;69;Ensino fundamental (1º Grau) incompleto;PMDB
3157708;Não;Masculino;51;Ensino médio (2º Grau) completo;PSDB
3157807;Sim;Feminino;43;Pós-graduação;PSB
3157906;Não;Masculino;57;Ensino médio (2º Grau) completo;PP
3158003;Não;Masculino;48;Ensino fundamental (1º Grau) incompleto;PROS
3158102;Não;Masculino;45;Ensino superior incompleto ;PV
3158201;Não;Masculino;56;Ensino superior completo ;PV
3158300;Não;Masculino;51;Ensino fundamental (1º Grau) completo;PDT
3158409;Sim;Feminino;60;Pós-graduação;PSDB
3158508;Não;Masculino;53;Ensino médio (2º Grau) completo;PSC
3158607;Não;Masculino;35;Ensino médio (2º Grau) completo;DEM
3158706;Não;Masculino;49;Ensino médio (2º Grau) incompleto;PP
3158805;Não;Masculino;54;Ensino médio (2º Grau) completo;PP
3158904;Não;Feminino;61;Ensino superior completo ;PDT
3158953;Não;Feminino;51;Ensino superior completo ;PRB
3159001;Sim;Masculino;43;Ensino superior completo ;PTB
3159100;Não;Masculino;46;Ensino fundamental (1º Grau) completo;PR
3159209;Não;Masculino;58;Ensino fundamental (1º Grau) completo;PR
3159308;Sim;Masculino;61;Ensino superior completo ;DEM
3159357;Não;Masculino;45;Ensino fundamental (1º Grau) incompleto;PP
3159407;Sim;Masculino;55;Ensino superior completo ;PSC
3159506;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
3159605;Sim;Masculino;67;Ensino médio (2º Grau) completo;PR
3159704;Não;Masculino;46;Ensino médio (2º Grau) completo;PMDB
3159803;Não;Masculino;66;Ensino fundamental (1º Grau) incompleto;PMDB
3159902;Não;Masculino;64;Ensino médio (2º Grau) completo;PMDB
3160009;Não;Masculino;63;Ensino fundamental (1º Grau) incompleto;PPS
3160108;Sim;Feminino;51;Ensino médio (2º Grau) completo;PP
3160207;Não;Masculino;66;Ensino médio (2º Grau) completo;PC do B
3160306;Sim;Masculino;52;Ensino médio (2º Grau) completo;PRB
3160405;Sim;Masculino;39;Ensino superior completo ;PSDB
3160454;Não;Masculino;43;Ensino fundamental (1º Grau) completo;PT
3160504;Não;Masculino;60;Ensino médio (2º Grau) completo;PPS
3160603;Sim;Masculino;34;Ensino superior completo ;PMDB
3160702;Não;Masculino;65;Ensino fundamental (1º Grau) incompleto;PPS
3160801;Não;Feminino;45;Pós-graduação;PT
3160900;Sim;Masculino;54;Ensino superior completo ;PSD
3160959;Não;Masculino;51;Ensino fundamental (1º Grau) incompleto;DEM
3161007;Não;Masculino;52;Ensino médio (2º Grau) completo;PR
3161056;Não;Masculino;41;Ensino médio (2º Grau) completo;PRB
3161106;Não;Masculino;45;Ensino superior completo ;PR
3161205;Não;Masculino;40;Ensino superior incompleto ;PSDB
3161304;Sim;Masculino;53;Ensino fundamental (1º Grau) incompleto;PRB
3161403;Sim;Masculino;41;Pós-graduação;PMDB
3161502;Sim;Masculino;33;Pós-graduação;PSDB
3161601;Sim;Masculino;43;Ensino fundamental (1º Grau) completo;PP
3161650;Não;Masculino;49;Ensino superior completo ;PMDB
3161700;Não;Masculino;51;Ensino médio (2º Grau) completo;PHS
3161809;Sim;Masculino;41;Ensino superior completo ;PMDB
3161908;Sim;Masculino;36;Ensino superior completo ;PDT
3162005;Não;Masculino;65;Ensino fundamental (1º Grau) incompleto;PSB
3162104;Sim;Masculino;63;Ensino médio (2º Grau) completo;PT
3162203;Sim;Feminino;54;Ensino superior completo ;PMDB
3162252;Não;Masculino;53;Ensino médio (2º Grau) completo;PR
3162302;Sim;Feminino;57;Ensino superior incompleto ;PSD
3162401;Não;Masculino;44;Ensino superior incompleto ;PT
3162450;Não;Masculino;39;Ensino superior completo ;PT
3162500;Não;Masculino;61;Ensino fundamental (1º Grau) incompleto;PSL
3162559;Não;Masculino;46;Pós-graduação;PMDB
3162575;Não;Masculino;66;Ensino médio (2º Grau) completo;PSB
3162609;Sim;Masculino;54;Ensino superior completo ;PMDB
3162658;Sim;Masculino;56;Pós-graduação;PT
3162708;Não;Feminino;45;Pós-graduação;PMN
3162807;Sim;Masculino;68;Ensino superior completo ;PSDB
3162906;Não;Masculino;49;Ensino superior incompleto ;PSB
3162922;Não;Masculino;34;Pós-graduação;DEM
3162948;Não;Masculino;44;Ensino superior completo ;PSB
3162955;Não;Masculino;28;Ensino superior completo ;PT
3163003;Sim;Masculino;54;Ensino médio (2º Grau) incompleto;PSDB
3163102;Não;Masculino;37;Ensino médio (2º Grau) incompleto;PMDB
3163201;Não;Masculino;66;Ensino fundamental (1º Grau) incompleto;PMDB
3163300;Sim;Masculino;47;Pós-graduação;PMDB
3163409;Não;Masculino;52;Ensino médio (2º Grau) completo;PSB
3163508;Sim;Masculino;43;Ensino médio (2º Grau) completo;DEM
3163607;Sim;Masculino;40;Ensino médio (2º Grau) completo;PSDB
3163706;Não;Feminino;51;Ensino superior completo ;PR
3163805;Não;Masculino;40;Ensino médio (2º Grau) completo;PSB
3163904;Não;Masculino;58;Ensino médio (2º Grau) incompleto;PSDB
3164001;Não;Masculino;50;Ensino superior completo ;PP
3164100;Sim;Masculino;41;Ensino fundamental (1º Grau) completo;PSDB
3164209;Não;Masculino;48;Pós-graduação;PSDB
3164308;Sim;Masculino;53;Ensino médio (2º Grau) completo;DEM
3164407;Sim;Masculino;36;Ensino médio (2º Grau) completo;PT
3164431;Sim;Masculino;45;Ensino médio (2º Grau) completo;PMDB
3164472;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
3164506;Sim;Masculino;47;Ensino médio (2º Grau) completo;PMDB
3164605;Não;Masculino;55;Ensino fundamental (1º Grau) incompleto;PDT
3164704;Sim;Masculino;45;Pós-graduação;PTB
3164803;Não;Masculino;54;Ensino fundamental (1º Grau) incompleto;PSD
3164902;Não;Masculino;51;Ensino médio (2º Grau) completo;PV
3165008;Não;Masculino;52;Ensino superior completo ;PSDB
3165107;Não;Masculino;60;Ensino médio (2º Grau) completo;PMDB
3165206;Sim;Feminino;55;Ensino superior completo ;PT
3165305;Não;Masculino;54;Ensino superior completo ;PMDB
3165404;Sim;Masculino;41;Ensino superior completo ;PMDB
3165503;Não;Masculino;78;Ensino fundamental (1º Grau) incompleto;PP
3165537;Não;Masculino;55;Ensino médio (2º Grau) completo;PR
3165552;Não;Masculino;29;Ensino superior incompleto ;PSDB
3165560;Sim;Masculino;51;Ensino médio (2º Grau) completo;PMDB
3165578;Não;Masculino;48;Ensino médio (2º Grau) completo;PMDB
3165602;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PTB
3165701;Não;Masculino;49;Ensino médio (2º Grau) completo;PSDB
3165800;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
3165909;Não;Masculino;53;Ensino médio (2º Grau) completo;PTB
3166006;Sim;Masculino;55;Ensino médio (2º Grau) completo;PR
3166105;Não;Masculino;73;Ensino fundamental (1º Grau) incompleto;PTC
3166204;Não;Feminino;52;Pós-graduação;PMDB
3166303;Sim;Feminino;50;Ensino superior incompleto ;PSDB
3166402;Não;Masculino;53;Ensino fundamental (1º Grau) completo;DEM
3166501;Não;Masculino;51;Ensino médio (2º Grau) completo;PSDB
3166600;Não;Masculino;63;Ensino fundamental (1º Grau) completo;PP
3166709;Não;Masculino;45;Ensino médio (2º Grau) incompleto;PDT
3166808;Não;Masculino;46;Ensino médio (2º Grau) completo;PV
3166907;Não;Masculino;43;Pós-graduação;PMDB
3166956;Não;Masculino;48;Ensino fundamental (1º Grau) completo;DEM
3167004;Sim;Masculino;74;Ensino superior completo ;PT
3167103;Não;Masculino;63;Ensino superior incompleto ;PP
3167202;Não;Masculino;67;Ensino superior completo ;PMDB
3167301;Não;Masculino;43;Ensino fundamental (1º Grau) incompleto;DEM
3167400;Não;Masculino;73;Ensino fundamental (1º Grau) completo;PSDB
3167509;Não;Masculino;64;Ensino médio (2º Grau) completo;PPS
3167608;Não;Masculino;73;Ensino fundamental (1º Grau) incompleto;PT
3167707;Sim;Feminino;65;Ensino superior completo ;PR
3167806;Sim;Masculino;45;Ensino superior completo ;PPS
3167905;Sim;Masculino;48;Ensino superior completo ;PP
3168002;Sim;Masculino;41;Pós-graduação;PSDB
3168051;Sim;Masculino;55;Ensino médio (2º Grau) incompleto;PSDB
3168101;Não;Feminino;34;Ensino superior completo ;PTB
3168200;Sim;Masculino;58;Ensino fundamental (1º Grau) completo;PMDB
3168309;Não;Masculino;53;Ensino médio (2º Grau) completo;PSC
3168408;Não;Masculino;52;Ensino superior completo ;DEM
3168507;Não;Masculino;54;Ensino superior completo ;PR
3168606;Não;Masculino;35;Pós-graduação;PT
3168705;Não;Masculino;55;Pós-graduação;PP
3168804;Não;Masculino;51;Ensino superior incompleto ;PSDB
3168903;Sim;Masculino;39;Ensino médio (2º Grau) incompleto;PMDB
3169000;Não;Masculino;35;Ensino superior completo ;PHS
3169059;Sim;Masculino;63;Ensino superior completo ;PSDB
3169109;Não;Masculino;61;Ensino fundamental (1º Grau) incompleto;PSDB
3169208;Sim;Feminino;46;Ensino superior completo ;PSD
3169307;Sim;Masculino;43;Pós-graduação;PMDB
3169356;Não;Masculino;55;Ensino superior incompleto ;PSDB
3169406;Não;Masculino;60;Pós-graduação;PSD
3169505;Não;Masculino;58;Ensino superior incompleto ;SD
3169604;Não;Masculino;57;Pós-graduação;PROS
