CodMun;Reeleito;sexo;idade;instrução;partido
4309902;Não;Feminino;60;Ensino superior completo ;PMDB
4309951;Não;Masculino;44;Ensino médio (2º Grau) completo;PP
4310009;Não;Masculino;34;Ensino médio (2º Grau) completo;PRB
4310108;Sim;Masculino;39;Ensino superior incompleto ;PP
4310207;Não;Masculino;72;Ensino superior completo ;PDT
4310306;Não;Masculino;45;Ensino médio (2º Grau) completo;PMDB
4310330;Sim;Masculino;38;Ensino superior completo ;PT
4310363;Sim;Masculino;50;Ensino superior completo ;PP
4310405;Não;Masculino;61;Ensino superior completo ;PTB
4310413;Não;Masculino;45;Ensino superior completo ;PTB
4310439;Sim;Masculino;49;Ensino superior completo ;PP
4310462;Sim;Masculino;47;Ensino médio (2º Grau) completo;PTB
4310504;Não;Masculino;52;Ensino superior completo ;PP
4310538;Não;Masculino;55;Ensino superior completo ;PMDB
4310553;Sim;Masculino;46;Ensino fundamental (1º Grau) incompleto;PT
4310579;Não;Masculino;42;Ensino superior incompleto ;DEM
4310603;Não;Masculino;68;Ensino superior completo ;PP
4310652;Não;Masculino;42;Ensino superior incompleto ;PP
4310702;Sim;Feminino;45;Ensino superior completo ;PT
4310751;Não;Masculino;62;Ensino superior completo ;PP
4310801;Não;Feminino;72;Ensino superior completo ;PP
4310850;Não;Masculino;59;Ensino médio (2º Grau) completo;PP
4310876;Sim;Masculino;49;Ensino fundamental (1º Grau) incompleto;PDT
4310900;Não;Masculino;48;Pós-graduação;PP
4311007;Não;Masculino;43;Pós-graduação;PMDB
4311106;Não;Masculino;48;Ensino médio (2º Grau) completo;PMDB
4311122;Não;Masculino;44;Ensino superior incompleto ;PP
4311130;Não;Masculino;56;Ensino médio (2º Grau) completo;PP
4311155;Não;Masculino;33;Ensino superior completo ;PP
4311205;Não;Masculino;68;Ensino superior completo ;PSB
4311239;Sim;Masculino;53;Ensino fundamental (1º Grau) completo;PTB
4311254;Não;Masculino;38;Ensino médio (2º Grau) completo;PDT
4311270;Não;Masculino;51;Ensino médio (2º Grau) incompleto;PP
4311304;Não;Masculino;29;Pós-graduação;PP
4311403;Não;Masculino;39;Ensino superior completo ;PP
4311429;Não;Masculino;40;Pós-graduação;PP
4311502;Não;Masculino;50;Ensino superior incompleto ;PDT
4311601;Sim;Masculino;47;Ensino superior completo ;PMDB
4311627;Não;Masculino;28;Ensino superior completo ;PP
4311643;Não;Masculino;49;Ensino superior incompleto ;PMDB
4311700;Não;Masculino;64;Ensino superior completo ;PDT
4311718;Não;Feminino;48;Ensino superior completo ;PSDB
4311734;Não;Masculino;55;Ensino médio (2º Grau) completo;PT
4311759;Não;Masculino;52;Ensino superior completo ;PDT
4311775;Não;Masculino;33;Ensino superior incompleto ;PDT
4311791;Sim;Masculino;38;Ensino superior completo ;PSDB
4311809;Não;Masculino;41;Ensino superior completo ;PMDB
4311908;Sim;Masculino;45;Ensino superior completo ;PT
4311981;Não;Masculino;62;Ensino fundamental (1º Grau) incompleto;PMDB
4312005;Não;Masculino;53;Ensino médio (2º Grau) completo;PDT
4312054;Não;Masculino;49;Ensino médio (2º Grau) completo;PTB
4312104;Não;Masculino;56;Ensino médio (2º Grau) completo;PP
4312138;Sim;Masculino;54;Ensino fundamental (1º Grau) completo;PDT
4312153;Não;Masculino;52;Ensino superior completo ;PSDB
4312179;Não;Masculino;48;Ensino superior completo ;PP
4312203;Não;Feminino;45;Ensino superior completo ;PT
4312252;Não;Masculino;51;Ensino superior completo ;PP
4312302;Não;Masculino;55;Ensino fundamental (1º Grau) incompleto;PTB
4312351;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4312377;Não;Masculino;52;Ensino superior completo ;PP
4312385;Não;Masculino;52;Ensino superior incompleto ;PMDB
4312401;Sim;Masculino;59;Pós-graduação;PSB
4312427;Não;Masculino;42;Ensino médio (2º Grau) completo;PP
4312443;Não;Masculino;51;Ensino fundamental (1º Grau) incompleto;PMDB
4312450;Não;Masculino;45;Ensino superior completo ;PTB
4312476;Não;Feminino;50;Pós-graduação;PTB
4312500;Não;Masculino;37;Ensino superior incompleto ;PP
4312609;Sim;Masculino;51;Ensino médio (2º Grau) incompleto;PMDB
4312617;Não;Feminino;49;Pós-graduação;DEM
4312625;Não;Masculino;47;Ensino fundamental (1º Grau) incompleto;PMDB
4312658;Não;Masculino;73;Ensino médio (2º Grau) completo;PP
4312674;Não;Masculino;43;Pós-graduação;PMDB
4312708;Sim;Masculino;57;Ensino médio (2º Grau) completo;PP
4312757;Não;Masculino;37;Ensino superior completo ;PTB
4312807;Não;Masculino;53;Ensino médio (2º Grau) completo;PTB
4312906;Não;Masculino;65;Ensino médio (2º Grau) completo;PP
4312955;Não;Masculino;36;Ensino superior completo ;PMDB
4313003;Não;Masculino;52;Pós-graduação;PDT
4313011;Não;Masculino;58;Ensino médio (2º Grau) incompleto;PTB
4313037;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PP
4313060;Não;Masculino;67;Ensino superior incompleto ;PP
4313086;Sim;Masculino;35;Ensino superior completo ;PSDB
4313102;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
4313201;Sim;Masculino;55;Ensino superior incompleto ;PP
4313300;Sim;Masculino;40;Ensino médio (2º Grau) completo;PSB
4313334;Não;Masculino;45;Ensino superior completo ;PDT
4313359;Não;Masculino;36;Ensino superior completo ;PP
4313375;Sim;Feminino;61;Ensino superior completo ;PT
4313391;Não;Masculino;35;Ensino fundamental (1º Grau) incompleto;PT
4313409;Não;Feminino;50;Pós-graduação;PSDB
4313425;Não;Masculino;51;Ensino médio (2º Grau) completo;PP
4313441;Não;Masculino;44;Ensino superior completo ;PSB
4313466;Não;Masculino;57;Ensino superior completo ;PT
4313490;Não;Masculino;40;Pós-graduação;PP
4313508;Sim;Masculino;56;Ensino superior completo ;PDT
4313607;Não;Masculino;46;Ensino superior completo ;PDT
4313656;Sim;Masculino;45;Ensino fundamental (1º Grau) completo;PT
4313706;Sim;Masculino;39;Ensino superior completo ;PDT
4313805;Sim;Masculino;59;Ensino superior completo ;PMDB
4313904;Não;Masculino;37;Pós-graduação;PMDB
4313953;Sim;Masculino;50;Ensino superior completo ;PP
4314001;Não;Masculino;58;Ensino superior completo ;PP
4314027;Não;Masculino;66;Pós-graduação;PDT
4314035;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PDT
4314050;Sim;Masculino;50;Ensino fundamental (1º Grau) completo;PPS
4314068;Não;Masculino;64;Ensino fundamental (1º Grau) incompleto;PP
4314076;Não;Masculino;67;Ensino fundamental (1º Grau) incompleto;PTB
4314100;Sim;Masculino;47;Ensino superior completo ;PSB
4314134;Sim;Masculino;67;Ensino superior completo ;PRB
4314159;Sim;Masculino;44;Ensino médio (2º Grau) completo;PMDB
4314175;Não;Masculino;52;Ensino superior completo ;PSB
4314209;Sim;Masculino;68;Ensino superior completo ;PMDB
4314308;Sim;Masculino;58;Ensino superior completo ;DEM
4314407;Não;Feminino;47;Pós-graduação;PSDB
4314423;Não;Masculino;36;Ensino médio (2º Grau) completo;PSD
4314456;Sim;Masculino;53;Ensino superior completo ;PP
4314464;Não;Masculino;36;Ensino superior completo ;PP
4314472;Não;Masculino;50;Ensino superior completo ;PSD
4314498;Não;Masculino;40;Pós-graduação;PDT
4314506;Não;Masculino;64;Ensino médio (2º Grau) completo;PDT
4314548;Não;Masculino;56;Ensino superior incompleto ;PMDB
4314555;Não;Masculino;52;Ensino fundamental (1º Grau) completo;PMDB
4314605;Não;Masculino;50;Ensino médio (2º Grau) completo;PDT
4314704;Sim;Masculino;61;Ensino médio (2º Grau) completo;PDT
4314753;Não;Masculino;53;Ensino médio (2º Grau) completo;PP
4314779;Sim;Masculino;62;Ensino fundamental (1º Grau) incompleto;PT
4314787;Sim;Masculino;38;Ensino superior incompleto ;PMDB
4314803;Não;Masculino;56;Ensino superior completo ;PDT
4314902;Não;Masculino;45;Pós-graduação;PSDB
4315008;Não;Masculino;45;Ensino superior completo ;PDT
4315057;Não;Masculino;61;Ensino médio (2º Grau) incompleto;PP
4315073;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
4315107;Não;Masculino;59;Ensino médio (2º Grau) completo;PP
4315131;Não;Masculino;43;Ensino médio (2º Grau) incompleto;PTB
4315149;Não;Masculino;36;Ensino superior completo ;PSDB
4315156;Não;Masculino;52;Ensino médio (2º Grau) completo;PDT
4315172;Não;Masculino;48;Ensino médio (2º Grau) incompleto;PMDB
4315206;Não;Masculino;48;Ensino médio (2º Grau) completo;PP
4315305;Sim;Masculino;46;Pós-graduação;SD
4315313;Sim;Masculino;37;Ensino superior incompleto ;PP
4315321;Não;Feminino;25;Ensino superior completo ;PP
4315354;Não;Masculino;30;Ensino superior completo ;PMDB
4315404;Não;Masculino;62;Ensino médio (2º Grau) completo;PMDB
4315453;Não;Masculino;53;Ensino fundamental (1º Grau) incompleto;PMDB
4315503;Não;Masculino;33;Ensino superior completo ;PMDB
4315552;Sim;Masculino;43;Ensino superior completo ;PP
4315602;Sim;Masculino;53;Ensino superior completo ;PT
4315701;Não;Masculino;34;Ensino superior completo ;PTB
4315750;Não;Masculino;54;Ensino superior incompleto ;PMDB
4315800;Não;Masculino;52;Ensino fundamental (1º Grau) incompleto;PMDB
4315909;Não;Masculino;62;Ensino médio (2º Grau) completo;PP
4315958;Sim;Masculino;51;Ensino médio (2º Grau) completo;PMDB
4316006;Sim;Masculino;42;Ensino fundamental (1º Grau) incompleto;PDT
4316105;Sim;Masculino;58;Ensino superior completo ;PT
4316204;Sim;Masculino;40;Ensino superior completo ;PP
4316303;Não;Masculino;56;Ensino médio (2º Grau) completo;PP
4316402;Sim;Feminino;42;Ensino superior completo ;PTB
4316428;Não;Masculino;39;Ensino médio (2º Grau) completo;PT
4316436;Sim;Masculino;48;Ensino superior completo ;PP
4316451;Não;Masculino;49;Ensino fundamental (1º Grau) incompleto;PDT
4316477;Não;Masculino;57;Ensino superior completo ;PT
4316501;Não;Masculino;40;Pós-graduação;PMDB
4316600;Não;Masculino;64;Ensino superior completo ;PP
4316709;Não;Masculino;50;Ensino superior completo ;PP
4316733;Sim;Feminino;49;Ensino médio (2º Grau) completo;PSB
4316758;Não;Masculino;54;Ensino superior completo ;PMDB
4316808;Sim;Masculino;73;Ensino superior completo ;PP
4316907;Não;Masculino;47;Ensino superior completo ;PSDB
4316956;Não;Feminino;48;Ensino médio (2º Grau) incompleto;PDT
4316972;Sim;Masculino;53;Ensino superior completo ;PDT
4317004;Não;Masculino;47;Ensino superior incompleto ;PT
4317103;Não;Masculino;53;Ensino superior incompleto ;PDT
4317202;Sim;Masculino;71;Pós-graduação;PP
4317251;Não;Masculino;52;Ensino fundamental (1º Grau) incompleto;PMDB
4317301;Não;Masculino;30;Pós-graduação;PMDB
4317400;Não;Masculino;35;Ensino superior completo ;PP
4317509;Não;Masculino;48;Pós-graduação;PDT
4317558;Não;Masculino;56;Ensino médio (2º Grau) completo;PDT
4317608;Não;Masculino;71;Ensino superior completo ;PMDB
4317707;Sim;Masculino;48;Ensino médio (2º Grau) completo;PP
4317756;Não;Masculino;55;Ensino médio (2º Grau) completo;PDT
4317806;Não;Masculino;68;Ensino superior completo ;PMDB
4317905;Não;Masculino;59;Ensino superior completo ;PMDB
4317954;Não;Masculino;50;Ensino médio (2º Grau) completo;PMDB
4318002;Não;Masculino;36;Ensino superior completo ;PP
4318051;Não;Masculino;33;Ensino superior completo ;PP
4318101;Não;Masculino;47;Ensino superior completo ;PDT
4318200;Não;Masculino;51;Ensino superior completo ;PP
4318309;Não;Masculino;55;Ensino superior incompleto ;PDT
4318408;Não;Masculino;52;Pós-graduação;PSDB
4318424;Não;Masculino;60;Ensino superior incompleto ;PMDB
4318432;Não;Masculino;45;Pós-graduação;PMDB
4318440;Não;Masculino;57;Ensino superior completo ;PT
4318457;Sim;Masculino;38;Pós-graduação;PP
4318465;Não;Masculino;53;Ensino fundamental (1º Grau) incompleto;PMDB
4318481;Não;Masculino;62;Ensino superior incompleto ;PMDB
4318499;Não;Masculino;42;Ensino médio (2º Grau) completo;PMDB
4318507;Não;Feminino;39;Pós-graduação;PSB
4318606;Não;Masculino;52;Ensino superior completo ;PMDB
4318614;Não;Masculino;43;Ensino superior completo ;PDT
4318622;Não;Masculino;35;Ensino médio (2º Grau) completo;PT
4318705;Não;Masculino;58;Ensino superior completo ;PT
4318804;Não;Masculino;52;Ensino superior completo ;PDT
4318903;Não;Masculino;66;Ensino superior completo ;PP
4319000;Não;Masculino;49;Ensino superior incompleto ;PMDB
4319109;Não;Masculino;46;Ensino fundamental (1º Grau) incompleto;PP
4319125;Não;Masculino;49;Ensino médio (2º Grau) completo;PP
4319158;Sim;Masculino;60;Ensino fundamental (1º Grau) completo;PP
4319208;Não;Masculino;55;Ensino médio (2º Grau) completo;PP
4319307;Sim;Feminino;58;Ensino médio (2º Grau) completo;PMDB
4319356;Não;Feminino;51;Ensino fundamental (1º Grau) incompleto;PMDB
4319364;Não;Masculino;37;Ensino superior completo ;PP
4319372;Não;Masculino;43;Ensino médio (2º Grau) completo;PP
4319406;Não;Masculino;61;Ensino superior completo ;PP
4319505;Não;Masculino;64;Ensino superior incompleto ;PMDB
4319604;Sim;Masculino;56;Pós-graduação;PP
4319703;Sim;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4319711;Não;Masculino;50;Ensino superior completo ;PMDB
4319737;Não;Masculino;57;Ensino fundamental (1º Grau) incompleto;PT
4319752;Não;Masculino;45;Ensino superior incompleto ;PTB
4319802;Não;Masculino;44;Ensino médio (2º Grau) completo;PMDB
4319901;Sim;Feminino;53;Ensino superior completo ;PP
4320008;Não;Masculino;56;Pós-graduação;PT
4320107;Não;Masculino;54;Ensino superior completo ;PP
4320206;Não;Masculino;36;Ensino superior completo ;PMDB
4320230;Não;Masculino;45;Ensino fundamental (1º Grau) incompleto;PSDB
4320263;Não;Masculino;59;Ensino superior incompleto ;PMDB
4320305;Sim;Masculino;50;Ensino médio (2º Grau) completo;PMDB
4320321;Não;Masculino;35;Ensino superior incompleto ;PSDB
4320354;Não;Masculino;63;Ensino médio (2º Grau) completo;PMDB
4320404;Não;Feminino;49;Ensino médio (2º Grau) completo;PMDB
4320453;Sim;Masculino;74;Ensino fundamental (1º Grau) incompleto;PMDB
4320503;Não;Masculino;54;Ensino superior completo ;PMDB
4320552;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PDT
4320578;Não;Masculino;38;Ensino fundamental (1º Grau) incompleto;PT
4320602;Não;Masculino;48;Ensino médio (2º Grau) completo;PMDB
4320651;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4320677;Não;Feminino;49;Ensino médio (2º Grau) completo;DEM
4320701;Sim;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4320800;Sim;Masculino;50;Ensino superior completo ;PMDB
4320859;Não;Masculino;57;Pós-graduação;DEM
4320909;Não;Masculino;48;Pós-graduação;PMDB
4321006;Não;Masculino;51;Ensino médio (2º Grau) completo;PMDB
4321105;Sim;Masculino;54;Ensino médio (2º Grau) completo;PDT
4321204;Sim;Masculino;41;Ensino superior completo ;PTB
4321303;Sim;Masculino;37;Ensino superior completo ;PT
4321329;Não;Masculino;56;Ensino fundamental (1º Grau) completo;PSDB
4321352;Não;Masculino;38;Ensino médio (2º Grau) completo;PP
4321402;Não;Masculino;54;Ensino superior completo ;PDT
4321436;Não;Masculino;43;Ensino superior completo ;PMDB
4321451;Não;Masculino;29;Ensino superior incompleto ;PSDB
4321469;Não;Masculino;35;Ensino superior completo ;PDT
4321477;Não;Masculino;52;Ensino fundamental (1º Grau) incompleto;PSDB
4321493;Não;Masculino;59;Ensino superior completo ;PP
4321501;Não;Masculino;52;Ensino superior completo ;PP
4321600;Não;Masculino;59;Ensino superior completo ;PP
4321626;Não;Masculino;68;Ensino médio (2º Grau) completo;PSB
4321634;Sim;Masculino;56;Ensino superior completo ;PDT
4321667;Não;Masculino;51;Ensino superior completo ;PP
4321709;Não;Masculino;64;Ensino fundamental (1º Grau) incompleto;PSD
4321808;Não;Masculino;57;Ensino superior completo ;PT
4321832;Não;Masculino;33;Ensino médio (2º Grau) completo;PMDB
4321857;Sim;Masculino;34;Ensino superior completo ;PRP
4321907;Sim;Masculino;41;Pós-graduação;PTB
4321956;Sim;Masculino;38;Pós-graduação;PDT
4322004;Não;Masculino;58;Ensino superior completo ;PSB
4322103;Não;Masculino;42;Ensino superior incompleto ;PP
4322152;Não;Masculino;54;Ensino fundamental (1º Grau) incompleto;PMDB
4322186;Não;Masculino;55;Ensino fundamental (1º Grau) completo;PSDB
4322202;Sim;Masculino;55;Ensino superior completo ;PP
4322251;Sim;Masculino;63;Ensino superior completo ;PP
4322301;Não;Masculino;51;Ensino superior incompleto ;PDT
4322327;Não;Feminino;57;Ensino superior completo ;PMDB
4322343;Não;Masculino;53;Ensino fundamental (1º Grau) incompleto;PDT
4322350;Não;Masculino;62;Ensino médio (2º Grau) completo;PTB
4322376;Sim;Masculino;64;Pós-graduação;PP
4322400;Não;Masculino;35;Ensino superior completo ;PP
4322509;Não;Masculino;37;Ensino médio (2º Grau) completo;PSDB
4322525;Não;Masculino;40;Ensino superior completo ;PMDB
4322533;Não;Masculino;31;Ensino superior incompleto ;PP
4322541;Sim;Masculino;44;Ensino médio (2º Grau) completo;PT
4322558;Não;Masculino;35;Ensino superior completo ;PDT
4322608;Não;Masculino;38;Ensino superior completo ;PSB
4322707;Não;Masculino;74;Ensino médio (2º Grau) completo;PSB
4322806;Não;Masculino;64;Pós-graduação;PMDB
4322855;Sim;Masculino;48;Ensino superior incompleto ;PP
4322905;Não;Masculino;49;Ensino superior completo ;PTB
4323002;Não;Masculino;48;Pós-graduação;PSDB
4323101;Sim;Masculino;57;Ensino médio (2º Grau) completo;PMDB
4323200;Sim;Masculino;53;Pós-graduação;PDT
4323309;Sim;Masculino;59;Ensino médio (2º Grau) completo;DEM
4323358;Sim;Masculino;49;Ensino fundamental (1º Grau) completo;PMDB
4323408;Não;Masculino;29;Ensino superior completo ;PPS
4323457;Não;Masculino;66;Ensino fundamental (1º Grau) incompleto;PMDB
4323507;Sim;Masculino;53;Ensino médio (2º Grau) completo;PMDB
4323606;Não;Masculino;42;Ensino médio (2º Grau) completo;PMDB
4323705;Não;Masculino;52;Ensino superior completo ;PMDB
4323754;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PDT
4323770;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4323804;Sim;Masculino;62;Ensino superior completo ;PDT
5000203;Não;Masculino;56;Ensino médio (2º Grau) completo;PDT
5000252;Não;Masculino;43;Ensino médio (2º Grau) incompleto;DEM
5000609;Não;Masculino;42;Ensino superior completo ;PSDB
5000708;Não;Masculino;53;Ensino superior completo ;PSDB
